weekday,hour,tweet_length,mentions_count,urls_count,photos_count,hashtags_count,quote_url_count,video_count,retweets_count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
Saturday,16,286,2,2,51,2,,1,0,1,1,3,1,0,2,1,0,3,2
Saturday,15,298,2,2,51,23,,1,0,1,0,0,0,1,0,0,1,0,3
Saturday,12,305,2,64,102,2,,1,0,0,1,0,0,1,1,1,0,0,1
Saturday,4,281,2,2,51,32,,1,0,1,0,1,0,0,0,0,0,2,1
Saturday,0,194,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,0
Friday,21,171,2,2,51,2,,1,0,1,0,1,1,0,1,1,1,2,0
Friday,5,305,2,2,51,2,,1,0,1,0,1,1,1,1,1,1,3,3
Friday,1,263,2,29,51,2,,1,0,0,0,0,1,1,0,0,1,0,3
Thursday,22,250,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,4
Thursday,18,163,2,2,2,2,,0,0,0,1,0,0,0,0,0,1,0,1
Thursday,14,253,2,2,102,91,,1,0,0,0,0,0,1,1,0,0,1,2
Thursday,1,128,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,21,302,2,2,51,82,,1,0,0,0,0,0,1,0,0,1,0,2
Wednesday,21,223,2,2,2,2,,0,0,0,4,0,0,2,0,2,2,1,2
Wednesday,20,135,2,2,51,2,,1,0,1,0,1,1,1,1,0,0,2,1
Wednesday,18,251,2,2,51,61,,1,0,0,1,1,0,1,0,0,1,1,1
Wednesday,17,164,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,0
Wednesday,7,253,2,2,2,2,,0,0,0,5,0,0,2,0,2,2,1,2
Tuesday,23,114,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,0
Tuesday,21,213,2,67,2,2,,0,0,0,1,0,0,1,0,0,2,0,2
Tuesday,21,304,2,2,51,41,,1,0,0,3,0,0,4,1,0,3,1,5
Tuesday,18,43,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,17,252,2,2,51,2,,1,0,0,2,1,0,1,0,0,2,2,3
Tuesday,16,304,2,2,51,36,,1,0,0,1,0,0,2,0,1,2,0,2
Tuesday,14,110,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Tuesday,6,81,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,2,282,89,69,51,23,,1,0,0,0,1,0,0,0,0,0,1,0
Monday,20,188,2,2,51,42,,1,0,0,1,0,0,0,0,0,0,0,1
Monday,18,154,104,2,63,2,,1,0,0,0,0,0,0,0,0,1,0,2
Monday,16,89,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Monday,7,127,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2,245,2,2,2,2,,0,0,0,0,0,0,0,0,0,2,0,4
Sunday,20,251,2,2,2,2,,0,0,1,0,0,1,0,1,0,0,1,4
Sunday,19,151,2,2,2,2,,0,0,1,0,3,1,1,2,0,0,3,2
Sunday,18,238,2,2,2,2,,0,0,0,1,1,0,1,0,0,1,1,4
Sunday,5,104,2,2,63,2,,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,5,308,2,2,51,9,,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,3,104,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,1
Sunday,0,73,2,2,2,2,58.0,0,0,0,0,0,0,1,0,0,1,0,1
Saturday,19,250,2,2,2,2,,0,0,0,0,0,0,0,1,0,0,1,1
Saturday,18,236,2,2,51,54,,1,0,0,1,0,0,1,0,0,0,0,4
Saturday,18,255,2,2,2,2,,0,0,0,1,0,0,1,0,1,1,0,1
Saturday,5,149,2,2,2,2,,1,0,0,0,0,0,0,0,0,0,0,1
Friday,23,129,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Friday,20,72,70,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Friday,19,155,2,2,51,2,,1,0,0,0,2,0,0,0,0,0,2,0
Friday,17,214,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,4
Friday,12,201,2,62,51,2,,1,0,0,1,0,0,0,0,0,0,0,1
Friday,3,260,2,2,51,2,,1,0,1,0,0,1,1,0,0,1,2,2
Friday,2,99,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Friday,2,192,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Friday,1,294,88,2,51,14,,1,0,0,0,0,0,0,0,0,1,0,2
Thursday,23,304,2,2,51,19,,1,0,0,1,0,0,1,0,0,1,1,3
Thursday,21,253,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,1
Thursday,19,274,2,26,51,79,,1,0,0,0,0,0,0,0,0,2,0,3
Thursday,5,219,2,2,2,2,,0,0,1,2,1,2,3,2,2,2,1,4
Thursday,3,196,2,2,2,2,,0,0,1,1,2,1,1,1,1,2,2,6
Thursday,3,100,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,2,255,102,2,204,14,,1,0,0,0,1,0,0,0,0,0,1,1
Thursday,2,266,2,2,51,73,,1,0,0,1,0,0,1,0,0,0,0,4
Thursday,0,178,2,2,2,2,,0,0,1,1,0,0,1,0,1,1,0,2
Thursday,22,191,2,2,51,2,,1,0,0,1,1,0,1,0,1,1,1,1
Thursday,21,171,2,2,2,2,,1,0,0,0,0,0,0,0,0,0,0,3
Thursday,20,305,84,25,51,14,,1,0,0,0,0,0,0,0,0,1,1,0
Thursday,20,305,84,25,51,14,,1,0,0,0,0,0,0,0,0,1,1,0
Thursday,19,253,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,1
Thursday,7,123,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,3,228,2,2,51,2,,1,0,0,0,1,0,0,0,0,0,1,0
Tuesday,22,128,2,2,2,2,,1,0,0,0,0,0,0,0,0,0,0,1
Tuesday,16,301,2,2,51,26,,1,0,0,2,0,0,2,0,0,2,0,6
Tuesday,7,143,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,2
Tuesday,5,136,2,2,63,2,,1,0,0,0,1,0,1,0,0,1,1,2
Tuesday,2,249,2,2,2,2,,0,0,1,0,0,0,1,0,0,1,1,2
Tuesday,0,90,2,2,2,2,,0,0,0,1,0,0,1,0,1,1,0,2
Tuesday,0,227,2,2,2,2,,0,0,0,1,1,0,0,2,1,1,3,1
Tuesday,0,239,2,2,63,2,,1,0,1,1,0,0,1,0,0,1,2,3
Saturday,22,251,2,2,2,2,,0,0,3,0,0,0,0,0,0,2,3,1
Saturday,18,232,2,2,2,2,,0,0,0,1,0,0,1,0,0,1,0,2
Saturday,17,258,2,2,51,2,,1,0,2,1,2,3,2,3,1,2,3,3
Saturday,13,244,2,85,2,2,,0,0,0,0,0,0,1,0,1,2,0,6
Saturday,3,301,2,2,51,2,,1,0,0,0,0,0,1,0,0,1,0,4
Saturday,3,253,2,2,2,2,,0,0,0,1,0,0,0,0,0,1,0,1
Saturday,0,255,2,2,204,2,,1,0,0,0,0,0,0,0,0,1,0,0
Saturday,0,305,2,2,102,2,,1,0,0,3,1,0,2,0,0,2,2,3
Thursday,22,117,2,2,2,2,,0,0,0,1,1,0,1,0,1,1,1,1
Thursday,21,269,2,2,2,2,,0,0,0,1,0,0,1,0,1,1,0,1
Thursday,19,231,2,2,2,2,,0,0,0,1,1,0,1,0,0,1,1,2
Thursday,18,127,2,2,2,2,,0,0,0,1,0,0,2,0,1,1,0,3
Thursday,14,97,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,2
Thursday,1,255,2,2,2,2,,0,0,0,1,1,0,0,0,0,0,1,1
Monday,22,159,2,2,2,2,,0,0,0,0,1,0,1,0,0,1,1,1
Monday,21,182,2,2,2,2,,0,0,2,0,3,1,0,1,0,1,3,0
Monday,18,272,2,2,2,2,,0,0,0,0,1,0,1,0,0,1,1,2
Monday,6,199,2,2,2,2,,0,0,0,1,0,1,1,1,1,1,1,1
Monday,4,255,2,42,51,2,,1,0,0,1,0,0,0,0,0,0,0,1
Monday,2,228,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2,291,2,36,51,85,,1,0,0,0,1,0,0,0,0,0,2,2
Monday,1,185,2,2,102,87,,1,0,0,0,0,0,1,0,0,1,0,2
Friday,22,244,2,2,51,18,,1,0,1,1,1,0,1,0,1,2,1,3
Friday,20,200,81,2,2,6,,0,0,0,0,0,0,0,0,0,0,1,2
Friday,19,142,2,2,2,2,,0,0,0,2,0,0,1,0,0,1,0,1
Friday,17,71,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Wednesday,20,265,2,2,102,2,,1,0,1,2,1,0,2,0,1,2,3,2
Wednesday,20,152,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,18,284,2,2,51,2,,1,0,0,4,0,0,4,0,0,0,0,5
Wednesday,17,219,2,2,2,22,,0,0,0,1,0,1,1,1,1,1,1,4
Wednesday,6,243,2,2,2,2,,0,0,0,1,0,0,0,0,0,1,1,1
Wednesday,2,174,2,2,2,2,,0,0,0,1,1,0,1,0,1,1,1,2
Wednesday,1,53,2,2,2,2,,0,0,0,0,0,0,1,0,0,1,0,1
Sunday,22,273,2,2,2,46,,0,0,0,1,1,1,0,0,0,0,2,0
Sunday,19,278,2,2,51,43,,1,0,0,0,0,0,1,0,1,2,0,5
Sunday,15,165,2,2,102,2,,1,0,1,0,1,0,0,0,0,0,0,1
Sunday,14,165,2,2,51,2,,1,0,0,0,1,0,1,0,0,1,2,2
Sunday,9,117,2,46,2,2,,0,0,2,0,0,1,0,1,0,0,2,0
Sunday,4,203,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Friday,18,184,2,2,204,2,,1,0,0,0,2,0,0,1,0,0,4,1
Friday,1,123,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Friday,0,121,2,2,2,2,,0,0,0,1,0,0,2,0,1,2,1,3
Friday,0,143,2,2,51,26,,1,0,0,0,1,0,0,0,0,0,2,1
Tuesday,22,170,2,2,2,2,,0,0,1,0,1,0,0,0,0,0,1,0
Tuesday,8,255,2,2,51,2,,1,0,0,1,0,0,3,0,2,5,0,6
Tuesday,3,140,2,2,2,2,,0,0,0,0,0,0,0,1,0,1,1,3
Tuesday,0,80,2,2,2,2,,0,0,0,0,1,0,1,0,0,0,1,1
Tuesday,22,99,2,2,2,2,,0,0,0,0,0,0,0,0,1,0,0,0
Tuesday,17,82,2,2,2,2,,0,0,0,0,1,0,1,0,0,1,1,4
Tuesday,4,104,2,2,2,10,,0,0,0,0,0,0,0,0,0,1,1,2
Tuesday,3,210,2,2,2,2,,0,0,1,1,2,0,2,1,1,1,4,1
Saturday,23,231,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,16,215,71,2,2,2,,0,0,0,2,0,0,2,0,1,2,0,2
Saturday,14,66,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,13,246,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Saturday,8,133,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Saturday,3,288,77,2,2,2,,1,0,2,2,2,2,0,2,0,2,4,3
Saturday,0,108,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Friday,22,144,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Friday,21,161,2,2,2,48,,1,0,0,0,0,0,0,1,0,0,1,0
Friday,20,219,2,2,102,2,,1,0,1,0,0,2,1,1,1,0,1,1
Friday,20,115,78,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Friday,18,246,78,2,2,2,,0,0,1,1,1,1,0,1,0,2,2,3
Friday,17,185,2,2,51,2,,1,0,0,1,0,0,0,0,0,1,0,2
Friday,4,219,2,2,2,2,,0,0,0,2,1,0,2,1,1,2,1,4
Friday,2,212,2,2,102,2,,1,0,0,0,1,0,0,1,0,1,2,2
Thursday,22,66,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Thursday,3,154,2,2,2,2,,0,0,0,1,0,0,1,0,0,1,0,1
Thursday,3,155,2,2,2,2,,0,0,0,2,1,0,1,0,0,2,1,2
Thursday,2,154,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,1,128,2,2,51,2,,1,0,0,0,0,0,0,0,0,1,0,0
Wednesday,22,191,2,2,2,2,57.0,0,0,1,3,0,0,3,0,2,2,2,4
Wednesday,20,279,2,26,51,2,,1,0,0,3,0,0,3,0,1,2,0,3
Wednesday,19,78,2,2,2,2,60.0,0,0,0,0,0,0,0,0,0,0,0,1
Wednesday,5,163,2,2,2,2,59.0,0,0,0,0,0,0,0,2,0,0,0,0
Tuesday,21,253,2,2,2,2,,0,0,0,1,0,0,1,0,0,1,1,3
Tuesday,21,233,2,2,51,23,,1,0,0,1,0,0,1,0,0,1,0,2
Tuesday,20,310,2,44,2,33,,1,0,2,0,0,1,1,2,1,0,2,0
Tuesday,10,124,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Tuesday,3,215,2,2,51,2,,1,0,1,1,0,0,1,0,0,1,0,3
Tuesday,0,133,2,2,2,2,,0,0,0,0,0,0,0,0,1,0,0,0
Monday,19,170,2,26,51,2,,1,0,1,1,1,0,2,0,0,1,2,3
Sunday,21,182,2,2,51,2,,1,0,0,0,1,0,0,1,0,0,1,0
Sunday,7,210,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,0,137,2,2,2,2,,0,0,0,1,0,0,0,0,0,1,1,1
Saturday,21,259,2,2,2,2,,1,0,0,0,0,0,2,0,1,1,0,3
Saturday,20,292,2,2,51,2,,1,0,1,2,1,1,1,0,1,2,0,2
Saturday,16,138,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,2
Saturday,15,255,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,1
Saturday,14,275,2,2,2,2,,0,0,0,1,1,0,1,0,0,1,1,3
Saturday,3,108,2,2,2,2,,0,0,1,1,0,0,3,1,0,0,1,4
Saturday,3,93,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,2,215,2,2,2,2,,0,0,0,2,0,1,2,0,0,1,1,1
Saturday,0,205,2,2,2,2,,0,0,1,1,0,1,0,1,0,1,2,1
Friday,18,207,2,2,2,15,,1,0,0,0,0,0,0,0,0,1,0,1
Friday,17,298,2,2,51,123,,1,0,0,2,0,0,2,0,0,0,1,5
Friday,9,255,2,2,2,2,,0,0,0,3,0,0,1,2,1,4,2,2
Friday,8,83,2,2,2,2,,0,0,0,0,0,0,1,0,0,0,0,1
Friday,6,256,70,67,2,2,,0,0,0,0,1,0,0,0,0,0,1,1
Friday,4,59,2,2,2,2,62.0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,2,147,2,2,51,2,,1,0,1,1,1,1,2,1,0,1,2,3
Friday,0,104,2,2,2,2,62.0,0,0,0,0,0,0,1,0,2,1,0,1
Friday,0,264,2,63,2,2,,0,0,0,0,0,0,0,0,0,0,0,2
Thursday,17,54,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Thursday,16,125,2,2,2,2,,0,0,0,0,0,0,0,0,0,1,0,0
Thursday,16,42,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,13,305,74,2,2,2,,1,0,0,2,1,0,1,0,0,2,1,4
Wednesday,23,208,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,19,245,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,2
Wednesday,19,166,2,2,51,2,,1,0,0,0,1,0,0,0,0,0,1,0
Wednesday,19,299,2,2,51,26,,1,0,0,1,1,0,1,1,0,1,1,3
Wednesday,17,298,85,2,51,16,,1,0,0,1,0,0,1,0,1,1,0,3
Wednesday,13,94,2,2,2,2,,0,0,0,0,0,0,0,0,1,0,0,0
Tuesday,23,248,2,2,2,2,,0,0,1,0,0,1,0,0,0,1,2,0
Tuesday,21,209,89,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,0
Tuesday,20,268,2,2,51,2,,1,0,0,1,2,0,2,0,0,1,2,2
Monday,4,114,2,2,2,2,,0,0,0,0,0,0,0,0,0,1,0,0
Monday,1,180,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Sunday,21,293,79,2,51,123,,1,0,1,0,0,1,1,2,0,0,1,1
Sunday,16,170,2,2,63,2,,1,0,0,1,1,0,1,0,0,0,2,4
Sunday,14,241,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,2
Sunday,14,305,2,26,51,2,,1,0,2,1,0,1,2,1,0,1,2,2
Sunday,8,69,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Sunday,3,213,2,2,2,2,,0,0,3,0,1,2,0,2,2,0,3,0
Saturday,22,64,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Saturday,15,72,2,2,2,2,,0,0,0,0,1,0,0,2,0,0,1,1
Saturday,3,64,2,2,2,2,,0,0,0,0,0,1,0,0,0,0,0,0
Friday,23,55,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Friday,22,166,2,2,51,2,,1,0,0,1,0,0,1,1,1,2,0,2
Friday,22,275,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Friday,21,184,2,2,51,2,,1,0,1,2,0,0,2,0,1,2,2,3
Friday,18,212,2,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,1
Friday,12,188,2,2,2,2,,0,0,1,0,1,0,0,1,0,1,3,1
Friday,3,237,2,2,2,2,,0,0,0,3,0,0,1,0,1,2,2,4
Thursday,20,98,84,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,19,180,2,2,2,2,,0,0,1,0,1,1,0,1,0,0,2,0
Thursday,0,74,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,17,223,2,63,2,2,,0,0,0,1,0,0,3,0,1,2,0,3
Wednesday,13,243,2,2,2,2,,0,0,0,2,2,0,2,0,1,2,2,8
Tuesday,16,103,2,2,2,2,,0,0,0,1,0,0,1,0,1,1,0,1
Monday,14,244,248,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,2
Monday,4,74,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,1
Monday,2,188,2,2,2,2,,0,0,1,0,0,1,0,1,1,0,1,1
Monday,0,75,2,2,2,2,,0,0,0,0,1,0,0,0,0,1,1,0
Sunday,23,106,2,2,2,2,,0,0,1,0,1,0,0,1,0,0,2,1
Sunday,19,151,2,2,2,2,,0,0,0,0,2,0,0,0,0,0,2,0
Sunday,8,205,2,2,2,2,,0,0,0,1,0,0,1,0,1,0,0,2
Friday,15,103,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Friday,4,132,2,2,2,2,,0,0,0,2,0,0,2,0,2,2,1,2
Friday,2,129,81,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Friday,1,305,2,2,51,2,,1,0,0,0,1,0,0,1,0,0,2,0
Tuesday,23,177,2,2,2,2,,0,0,0,1,0,0,1,0,1,2,1,2
Tuesday,18,271,2,2,51,44,,1,0,0,0,0,0,1,0,1,0,0,2
Tuesday,15,241,2,2,51,2,,1,0,0,0,1,0,0,0,1,1,1,2
Tuesday,9,225,2,2,2,2,,0,0,0,0,2,1,1,1,0,1,2,3
Tuesday,1,123,83,2,2,2,,0,0,0,0,0,0,0,1,0,0,0,0
Sunday,21,254,2,2,2,2,,0,0,2,2,0,0,1,0,1,3,2,5
Monday,23,91,2,34,51,19,,1,0,0,0,0,0,0,0,0,0,0,0
Monday,23,209,2,2,2,2,,0,0,0,0,0,2,0,1,0,0,1,0
Monday,22,34,2,2,2,2,62.0,0,0,0,1,0,0,1,0,0,1,0,1
Monday,22,245,2,2,2,2,,0,0,1,1,1,1,1,1,1,2,1,2
Monday,14,77,2,2,51,2,,1,0,0,0,0,0,0,1,0,0,0,0
Monday,9,233,2,26,51,2,,1,0,1,1,0,1,1,0,1,2,1,4
Monday,8,244,76,2,2,9,54.0,0,0,0,1,0,1,1,2,0,1,2,2
Monday,8,201,2,26,2,2,,0,0,1,1,0,1,1,0,1,2,1,4
Monday,7,65,2,2,2,2,,0,0,0,0,0,0,0,1,0,0,1,1
Monday,7,192,2,60,51,2,,1,0,1,1,0,1,1,0,0,1,0,3
Monday,4,44,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,2,303,2,66,51,2,,1,0,1,1,0,1,1,1,0,1,1,3
Monday,2,288,2,27,51,2,,1,0,1,4,0,1,1,2,0,1,2,3
Monday,2,74,2,2,51,2,,1,0,1,0,0,0,0,0,0,0,1,0
Monday,2,255,2,75,51,2,,1,0,1,2,0,1,2,0,2,3,1,5
Monday,2,26,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Monday,1,55,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Monday,1,74,2,2,51,2,,1,0,1,0,0,0,0,0,0,0,1,0
Monday,1,199,2,2,2,2,,0,0,0,0,0,0,4,0,0,2,0,4
Sunday,23,75,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,1
Sunday,23,284,2,2,2,2,,0,0,0,1,0,0,0,0,0,0,0,0
Sunday,23,69,72,2,2,2,,0,0,0,1,0,0,0,0,0,0,0,2
Sunday,23,91,2,34,51,19,,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,21,179,2,63,102,2,,1,0,0,0,0,1,0,0,0,1,0,2
Sunday,18,106,2,2,2,2,,0,0,0,1,0,0,1,0,1,2,0,2
Sunday,18,192,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,1,0
Sunday,17,65,72,2,51,2,,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,17,26,2,2,2,2,,0,0,0,1,0,0,1,0,1,0,0,1
Sunday,14,61,2,2,2,2,,0,0,0,0,0,0,0,1,0,0,1,1
Sunday,10,52,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,8,85,2,2,2,2,,0,0,0,0,1,0,0,0,0,0,1,0
Sunday,8,177,2,2,204,2,,1,0,1,2,0,0,0,0,0,0,0,0
Sunday,6,84,2,2,2,2,,0,0,0,1,0,0,0,2,0,0,2,1
Sunday,4,87,2,2,2,2,,0,0,1,0,0,1,0,0,0,0,1,0
Sunday,4,152,2,2,2,2,,0,0,1,0,1,1,0,1,0,0,1,0
Sunday,4,241,2,2,2,2,,0,0,0,2,2,0,0,1,0,0,3,1
Sunday,4,110,2,2,2,2,57.0,0,0,0,1,1,0,0,1,0,1,2,2
Sunday,3,122,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,3,64,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,3,75,2,2,2,2,,0,0,0,0,0,1,0,1,0,0,0,0
Sunday,3,289,2,2,204,2,,1,0,1,2,3,1,1,2,1,2,5,1
Sunday,2,79,2,2,51,2,,1,0,1,0,0,0,0,0,0,0,1,0
Sunday,2,14,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Sunday,1,91,2,34,51,19,,1,0,0,0,0,0,0,0,0,0,0,0
Sunday,1,156,2,2,2,2,,0,0,0,1,0,0,1,0,0,1,0,1
Sunday,1,26,2,2,2,2,,0,0,1,0,1,0,0,0,0,0,1,0
Sunday,1,177,2,63,102,2,,1,0,0,0,0,1,0,0,1,1,0,2
Saturday,23,24,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Saturday,22,191,2,2,2,2,,0,0,0,0,0,0,2,0,0,3,0,2
Saturday,21,106,2,2,2,2,,0,0,0,1,0,0,2,0,0,2,0,2
Saturday,19,62,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
Saturday,17,45,2,2,2,2,,0,0,0,0,0,0,0,0,0,1,1,1
Saturday,15,143,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,0
