weekday,hour,tweet_length,mentions_count,urls_count,photos_count,hashtags_count,quote_url_count,video_count,retweets_count,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
Tuesday,1,87,2,2,51,2,,1,1,0,1,0,0,1,0,0,1,0,1
Friday,19,127,2,2,2,2,,0,1,0,2,0,0,0,0,1,1,0,2
Monday,11,140,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,12,101,62,2,51,2,,1,1,0,0,0,0,0,0,0,1,1,0
Saturday,2,140,2,2,2,2,,0,1,0,0,0,1,0,0,0,1,1,1
Monday,6,50,2,2,2,2,,0,1,1,0,2,0,0,0,0,0,2,0
Sunday,16,90,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Tuesday,1,46,2,2,51,2,,1,1,0,1,0,0,1,0,1,1,0,1
Monday,15,145,2,2,2,2,,1,1,0,1,0,0,1,0,0,1,0,1
Saturday,5,45,2,2,2,2,,0,1,1,0,1,0,0,0,0,1,1,1
Friday,4,207,2,2,2,2,,0,1,0,0,0,0,1,0,1,1,0,2
Saturday,4,140,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,1,86,2,2,2,2,,0,1,0,0,0,0,1,0,1,1,0,1
Thursday,1,54,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,17,248,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,18,61,2,2,51,2,,1,1,1,0,1,1,0,1,0,0,1,0
Sunday,0,247,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Monday,22,253,2,2,2,2,,1,1,0,2,0,0,1,1,0,1,1,3
Wednesday,18,270,2,2,2,2,,0,1,0,1,0,0,1,1,1,1,1,3
Tuesday,16,127,2,2,2,2,,0,1,0,0,1,0,0,0,0,0,1,1
Tuesday,3,148,2,2,2,2,,1,1,1,2,0,2,2,1,1,1,1,2
Monday,1,148,2,2,2,2,,1,1,1,2,0,2,2,1,1,1,1,2
Tuesday,6,136,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,1
Wednesday,20,262,2,2,51,2,,1,1,2,1,1,3,1,1,1,1,4,1
Sunday,23,264,2,2,2,2,,0,1,0,2,1,0,1,0,0,1,1,1
Tuesday,22,226,2,2,2,2,57.0,0,1,2,1,1,1,1,0,0,1,1,1
Friday,11,71,2,2,102,2,,1,1,0,0,0,0,0,0,0,0,1,0
Thursday,18,276,2,2,2,2,,0,1,0,1,0,0,1,1,1,1,0,1
Friday,17,81,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Friday,4,91,2,2,51,2,,1,1,0,1,0,0,0,0,0,1,1,1
Wednesday,3,135,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,1
Wednesday,23,49,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,5,270,2,2,2,2,,0,1,2,0,1,1,1,1,0,0,2,2
Sunday,1,119,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,0,0
Saturday,19,278,2,2,2,2,,0,1,1,1,0,0,3,0,0,1,1,3
Saturday,0,106,2,2,102,2,,1,1,0,0,0,0,0,0,0,0,0,0
Wednesday,3,36,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Saturday,1,180,2,2,2,2,,0,1,0,0,0,1,0,1,0,0,1,0
Tuesday,20,157,2,2,2,2,,0,1,0,1,0,0,1,0,1,2,0,3
Friday,6,279,2,2,2,2,,0,1,0,2,1,0,1,2,0,0,1,3
Friday,13,313,2,2,51,2,,1,1,0,0,0,0,1,1,0,1,0,1
Monday,1,26,2,2,2,2,,0,1,1,0,1,0,0,0,0,0,1,0
Friday,3,43,2,2,2,2,58.0,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,1,280,2,2,2,2,,0,1,0,1,0,0,2,2,0,2,1,3
Monday,5,147,2,2,2,2,,1,1,1,0,1,1,0,1,0,0,2,0
Sunday,20,285,2,2,2,2,,0,1,0,1,0,0,1,1,1,1,1,1
Sunday,2,181,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Sunday,16,247,2,2,2,2,,0,1,0,0,0,0,1,1,1,1,2,1
Friday,3,85,2,2,2,2,,0,1,1,0,2,1,0,1,0,0,2,0
Wednesday,7,169,2,2,2,12,,1,1,0,1,0,0,0,0,0,0,0,1
Sunday,18,277,64,2,2,15,,0,1,0,1,1,1,0,0,0,0,2,3
Sunday,4,96,2,2,2,2,,1,1,0,0,0,0,1,0,0,1,0,1
Saturday,19,207,64,2,2,16,,1,1,0,1,0,0,0,0,0,0,0,1
Thursday,5,134,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,1,1
Friday,2,113,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,1,2
Tuesday,7,282,2,2,2,2,,0,1,0,1,1,0,2,1,1,0,1,7
Wednesday,18,274,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,21,106,2,64,2,2,60.0,0,1,0,0,0,0,0,1,0,0,0,0
Wednesday,1,88,2,62,2,2,58.0,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,23,71,2,63,2,2,59.0,0,1,1,0,0,0,0,1,0,0,2,0
Thursday,22,140,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,21,53,2,2,2,2,,0,1,0,0,0,0,0,1,1,0,1,0
Wednesday,3,137,2,2,2,2,,0,1,0,0,0,0,1,1,0,0,0,2
Wednesday,8,39,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,3,140,2,2,2,2,,0,1,1,0,1,0,0,0,0,0,1,0
Tuesday,22,92,78,2,2,2,,0,1,0,1,0,0,1,1,0,1,1,1
Saturday,21,145,2,59,2,2,55.0,0,1,0,1,0,1,0,0,1,0,1,0
Thursday,0,21,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,4,140,2,2,2,2,,0,1,0,2,0,1,1,0,0,1,0,3
Tuesday,6,100,2,2,2,7,,0,1,0,0,0,0,0,0,0,0,0,1
Wednesday,21,17,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,0,0
Sunday,23,140,2,2,2,2,,0,1,0,1,0,0,1,0,0,2,0,2
Wednesday,17,124,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,4,66,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Saturday,2,16,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Saturday,16,151,2,2,51,2,,1,1,0,1,0,0,1,0,0,1,1,1
Thursday,19,226,2,2,51,2,,1,1,1,0,1,1,1,1,0,0,1,1
Monday,7,263,2,2,2,2,,0,1,2,1,1,1,1,2,0,1,3,3
Sunday,17,132,2,2,2,2,,0,1,0,2,0,0,2,0,0,0,1,2
Tuesday,21,140,2,85,2,2,,0,1,0,0,0,1,0,0,0,0,0,0
Tuesday,19,105,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Sunday,13,279,2,2,2,2,,0,1,0,0,0,0,1,0,0,2,0,2
Monday,16,65,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Sunday,10,52,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,1
Thursday,20,57,2,2,2,2,,0,1,0,1,0,0,2,0,1,1,0,2
Wednesday,20,92,2,2,51,2,,1,1,0,0,0,0,1,0,0,1,0,1
Thursday,9,124,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,1
Thursday,13,62,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Wednesday,21,247,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Tuesday,17,127,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,2
Saturday,19,241,2,2,2,2,,0,1,0,0,0,0,1,1,0,0,2,1
Monday,16,199,2,2,2,2,52.0,0,1,0,1,1,0,1,0,1,1,4,2
Thursday,18,53,2,2,2,2,,0,1,1,0,1,1,0,1,0,1,1,1
Thursday,3,65,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Sunday,16,195,2,2,2,2,,0,1,0,3,0,0,2,0,2,3,0,4
Thursday,10,112,64,2,2,2,,0,1,1,1,1,1,0,1,0,0,2,2
Thursday,10,38,64,2,2,2,,0,1,1,0,1,0,0,0,0,0,1,0
Monday,22,92,2,2,2,2,,0,1,0,0,0,1,1,0,0,0,1,1
Thursday,6,42,2,2,2,2,,0,1,0,0,1,0,0,0,0,1,1,1
Monday,15,51,2,2,2,2,,0,1,0,1,0,0,2,0,1,1,0,2
Saturday,23,52,2,2,204,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,12,94,2,2,102,2,,1,1,0,0,0,0,0,0,0,0,0,0
Sunday,18,266,87,36,2,2,,0,1,1,1,0,0,1,0,1,1,0,2
Sunday,1,93,2,2,2,2,,1,1,1,0,1,1,0,1,0,0,1,0
Tuesday,7,87,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,3
Sunday,1,69,2,2,2,2,,0,1,1,0,0,1,1,1,0,0,1,1
Monday,2,279,2,2,2,2,,0,1,0,1,1,0,1,0,1,1,1,1
Friday,14,251,2,2,2,2,,0,1,0,1,0,0,2,0,0,3,0,3
Thursday,22,44,2,2,2,2,,0,1,0,0,0,1,0,1,0,1,1,1
Thursday,19,117,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,2
Wednesday,22,275,2,2,2,2,,0,1,4,4,2,3,5,3,2,4,3,6
Monday,20,227,2,2,51,2,,1,1,2,1,0,2,1,0,0,1,2,2
Friday,23,172,2,2,2,2,,0,1,1,0,1,1,1,1,0,1,3,2
Friday,21,141,2,2,51,2,,1,1,0,0,0,0,0,0,1,0,1,1
Thursday,22,113,2,2,102,2,,1,1,1,0,1,0,0,0,0,0,1,0
Friday,16,86,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Thursday,20,139,2,2,102,2,,1,1,0,0,0,0,0,0,1,0,1,1
Wednesday,0,78,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Friday,8,103,2,2,2,2,,0,1,0,2,0,0,1,0,1,1,2,2
Saturday,23,47,2,2,2,2,51.0,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,14,46,2,2,2,2,,0,1,2,0,2,1,0,0,1,0,2,0
Saturday,17,61,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,1
Saturday,19,114,2,2,2,2,,0,1,0,0,0,1,0,1,0,0,1,0
Wednesday,22,79,2,2,2,2,,0,1,0,0,0,1,1,1,1,0,1,2
Thursday,17,280,2,2,2,2,,0,1,0,1,0,0,1,1,0,1,0,1
Wednesday,12,250,2,2,2,2,,0,1,1,1,0,0,1,0,1,1,0,3
Wednesday,2,82,2,2,51,2,,1,1,0,1,0,0,0,0,0,0,0,0
Thursday,20,63,2,2,102,2,,1,1,0,0,0,0,1,0,0,1,0,1
Wednesday,9,105,2,2,2,2,,0,1,0,1,0,1,0,1,1,0,1,0
Tuesday,22,261,2,2,2,2,,0,1,0,1,0,2,5,2,1,3,2,5
Wednesday,4,195,2,2,2,2,,0,1,0,1,0,0,1,0,1,2,0,2
Monday,15,283,2,2,2,2,,0,1,0,3,0,0,4,0,0,1,1,9
Wednesday,15,269,2,2,2,2,,0,1,0,1,1,0,2,0,1,2,1,3
Thursday,23,125,2,2,51,2,,1,1,1,0,1,0,0,0,0,0,1,0
Monday,4,168,67,38,102,21,,1,1,0,1,0,0,1,0,0,0,0,1
Friday,21,225,2,2,2,2,55.0,0,1,1,0,1,1,1,1,0,0,1,2
Monday,13,216,2,2,102,8,,1,1,0,1,0,0,2,0,1,3,0,4
Monday,1,279,212,2,2,2,,0,1,1,1,0,0,2,0,1,0,3,3
Thursday,16,187,2,2,204,57,,1,1,0,0,0,0,0,0,0,0,0,0
Wednesday,18,47,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Monday,17,100,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Monday,1,96,2,2,2,2,,0,1,1,0,0,0,1,1,0,1,2,2
Sunday,14,279,2,2,2,2,59.0,0,1,1,2,2,3,2,3,1,0,4,5
Wednesday,4,129,2,2,2,2,,0,1,0,1,0,0,1,2,0,0,2,1
Monday,20,102,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,1
Saturday,16,188,2,2,2,10,,0,1,0,0,0,0,0,0,0,1,0,2
Monday,11,58,2,2,51,2,,1,1,1,0,1,1,0,1,0,0,1,0
Saturday,9,50,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,0,118,2,2,204,2,,1,1,0,1,0,0,0,0,0,0,0,0
Sunday,21,34,2,2,2,2,,0,1,0,0,1,0,0,0,0,1,1,1
Sunday,20,269,2,2,2,30,,0,1,4,0,2,4,0,2,0,1,5,1
Wednesday,16,127,2,27,2,2,,0,1,0,0,1,1,1,0,0,0,0,2
Tuesday,16,50,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Thursday,8,77,2,2,51,2,,1,1,0,1,0,0,0,0,0,0,0,0
Tuesday,15,42,2,2,2,2,,0,1,0,1,0,1,1,0,0,1,0,1
Wednesday,21,277,2,2,2,2,,0,1,1,3,0,0,2,0,1,2,0,2
Friday,11,63,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,1,0
Saturday,10,79,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Saturday,6,174,2,2,2,2,,0,1,1,1,0,1,3,1,0,1,1,3
Thursday,4,89,2,2,2,2,,0,1,1,0,1,0,1,0,0,0,1,1
Wednesday,4,69,2,2,51,2,,1,1,1,0,1,1,0,0,0,0,1,0
Tuesday,21,39,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,1,1
Tuesday,14,107,2,2,2,2,,0,1,0,1,0,0,0,1,0,0,1,1
Saturday,16,123,2,2,2,2,,0,1,0,0,1,0,1,0,0,2,2,3
Monday,19,110,2,2,2,2,,0,1,1,1,1,0,2,0,1,1,1,3
Monday,0,47,2,2,204,2,,1,1,0,2,0,0,2,0,0,2,0,2
Thursday,2,270,2,2,2,7,,0,1,1,1,1,2,3,1,0,1,2,6
Sunday,7,61,2,2,204,2,,1,1,0,0,0,0,1,0,0,0,0,1
Friday,7,64,2,2,204,2,,1,1,0,0,0,0,1,0,0,0,0,1
Saturday,9,124,2,2,102,2,,1,1,1,1,1,0,1,0,1,1,1,1
Thursday,16,110,2,2,2,2,,0,1,0,2,0,0,2,0,0,2,0,3
Sunday,21,53,2,2,2,2,56.0,0,1,0,0,0,0,0,0,0,0,0,0
Monday,18,42,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,0
Monday,11,56,2,2,2,2,,0,1,1,1,1,1,0,1,0,0,2,0
Monday,4,206,2,2,2,15,,0,1,1,0,0,1,2,2,0,2,3,4
Thursday,20,197,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,2
Wednesday,15,89,2,2,2,2,,0,1,1,0,1,0,0,0,0,1,2,1
Friday,16,231,2,2,2,2,,0,1,0,0,0,0,3,0,0,2,0,3
Friday,19,96,2,2,2,2,,0,1,0,1,1,0,2,0,1,1,0,3
Sunday,10,56,2,2,102,2,,1,1,0,1,0,0,1,0,1,0,0,1
Friday,5,277,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,1,0
Saturday,19,49,2,2,2,2,,0,1,1,0,1,1,0,1,0,1,1,1
Tuesday,13,65,2,2,2,2,,0,1,1,0,1,1,0,1,0,1,1,1
Tuesday,7,193,2,2,2,2,,0,1,1,2,1,4,0,2,3,2,3,2
Thursday,7,76,2,2,2,2,51.0,0,1,0,1,0,0,1,0,0,0,0,1
Wednesday,21,274,2,2,2,2,51.0,0,1,0,0,0,0,1,1,0,0,0,3
Tuesday,13,93,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Sunday,22,119,2,2,51,2,,1,1,0,0,1,0,0,0,0,1,1,1
Friday,19,148,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,15,76,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Friday,5,109,2,2,2,2,,1,1,0,1,0,0,1,1,1,0,1,1
Friday,13,69,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Thursday,19,187,2,2,2,2,,0,1,1,0,0,1,0,0,1,0,2,0
Wednesday,2,126,2,27,2,2,,0,1,1,0,0,0,1,0,0,0,1,1
Tuesday,1,70,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,0
Monday,21,96,2,2,2,2,,1,1,0,1,0,0,0,0,0,0,0,0
Thursday,3,91,2,2,51,2,,1,1,0,1,0,0,0,0,0,0,0,2
Wednesday,20,278,2,2,2,2,,0,1,0,2,0,0,2,0,2,2,0,3
Thursday,21,279,2,2,2,2,,0,1,1,0,0,1,1,0,0,1,1,2
Thursday,7,130,2,2,2,2,53.0,0,1,2,1,0,1,1,2,0,1,2,1
Thursday,4,36,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,21,226,2,2,2,46,,0,1,0,0,0,0,2,0,1,0,0,5
Wednesday,23,126,2,27,2,2,,0,1,1,0,0,0,1,0,0,0,1,1
Wednesday,4,222,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Tuesday,15,279,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Tuesday,9,129,2,2,2,2,55.0,0,1,2,1,1,1,2,1,0,1,2,2
Tuesday,7,148,2,2,2,2,,0,1,0,0,0,0,0,1,0,0,2,0
Monday,16,273,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Sunday,21,56,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,0
Thursday,14,196,2,2,204,22,,1,1,0,1,0,2,2,0,0,1,0,4
Sunday,12,166,2,2,102,2,,1,1,1,0,1,1,0,1,1,0,2,0
Thursday,15,57,2,2,51,2,,1,1,0,0,0,1,0,1,0,0,1,0
Saturday,20,253,2,2,2,2,,0,1,3,2,2,1,2,3,0,2,5,2
Wednesday,2,41,2,2,2,2,,0,1,2,0,2,2,0,2,0,1,3,2
Saturday,23,302,2,2,51,2,,1,1,2,0,2,2,0,1,0,0,2,1
Friday,1,57,2,2,2,2,,0,1,0,1,0,0,0,0,0,0,0,0
Thursday,19,198,2,2,2,2,,0,1,0,1,0,0,1,1,0,1,0,1
Wednesday,14,245,2,89,2,2,,0,1,0,1,0,1,1,0,0,0,2,1
Sunday,19,72,2,2,2,2,,1,1,0,0,0,0,0,0,0,1,0,1
Saturday,13,234,73,2,51,2,,1,1,0,1,0,0,2,0,0,1,0,4
Thursday,6,82,2,2,102,2,,1,1,0,1,0,1,0,1,0,0,1,0
Monday,15,277,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,2
Tuesday,17,279,2,2,2,2,,0,1,0,1,0,0,1,1,0,1,0,2
Sunday,21,123,2,2,2,2,,0,1,0,0,0,1,0,1,0,0,1,1
Saturday,5,214,2,2,2,2,,0,1,0,1,0,0,1,1,1,1,1,2
Wednesday,16,261,2,2,2,2,,0,1,0,2,0,0,2,1,1,2,0,3
Wednesday,14,240,2,2,2,2,,0,1,1,2,0,0,3,0,1,3,0,3
Wednesday,9,141,2,2,51,2,,1,1,0,0,1,0,1,0,0,0,2,1
Friday,23,124,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,17,270,2,2,2,2,,0,1,0,1,0,0,0,0,0,1,0,1
Wednesday,21,44,2,33,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,21,137,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,2
Thursday,19,211,2,2,2,2,,0,1,1,1,1,0,2,0,1,2,0,2
Thursday,1,42,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,1,1
Tuesday,7,280,154,2,2,2,,0,1,1,2,1,2,2,1,0,2,2,4
Sunday,12,298,2,2,102,2,,1,1,1,4,1,1,0,1,2,0,2,2
Tuesday,0,36,2,2,2,2,,0,1,0,2,0,0,2,0,0,2,0,2
Monday,2,36,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Saturday,22,267,2,2,2,2,,0,1,4,2,3,2,3,2,0,2,4,3
Saturday,19,94,2,2,2,2,,0,1,0,0,0,0,0,0,0,1,0,1
Tuesday,20,40,2,2,2,2,,1,1,0,0,0,0,0,0,0,0,0,0
Friday,1,15,2,2,2,2,,0,1,0,0,0,0,1,0,0,0,0,1
Thursday,20,268,2,2,2,17,,0,1,2,0,2,3,1,1,0,1,4,1
Thursday,13,218,73,2,51,2,,1,1,0,1,0,0,2,0,1,2,0,2
Monday,9,280,2,2,2,2,,0,1,5,2,2,6,2,2,2,0,6,2
Thursday,18,255,77,2,2,2,,0,1,0,0,0,0,2,0,0,0,0,3
Sunday,14,299,2,2,2,2,,1,1,0,2,0,1,4,2,2,1,3,4
Monday,16,42,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Sunday,19,246,2,2,2,2,,0,1,0,0,1,0,0,1,0,0,1,0
Saturday,17,63,2,2,2,2,55.0,0,1,0,1,0,0,1,0,0,1,0,2
Friday,10,210,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,0,1
Friday,21,282,2,2,2,14,55.0,0,1,3,1,2,3,1,2,1,0,3,1
Friday,3,281,2,87,2,2,,0,1,2,1,1,1,1,0,1,0,2,2
Friday,2,224,2,2,2,2,,0,1,0,1,0,1,1,1,0,1,1,1
Wednesday,0,49,2,2,2,2,62.0,0,1,0,0,0,0,0,0,0,0,0,0
Friday,0,189,2,2,2,2,,1,1,0,1,1,0,2,0,1,0,1,2
Thursday,21,35,2,2,2,2,,0,1,1,0,1,1,0,1,0,0,1,0
Monday,4,41,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,0,1
Wednesday,23,230,2,2,2,2,,0,1,1,2,1,1,1,1,2,2,2,3
Monday,10,81,2,2,2,2,,0,1,0,1,0,0,1,0,0,0,1,1
Tuesday,23,174,2,2,2,2,,0,1,0,0,0,0,2,1,0,1,1,3
Saturday,19,80,2,67,2,2,,0,1,0,1,0,0,0,0,0,0,0,2
Saturday,1,75,2,67,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Friday,6,130,2,2,51,2,,1,1,0,0,0,0,1,0,0,0,0,2
Thursday,17,119,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,1
Monday,13,268,2,2,2,2,61.0,0,1,0,3,0,0,1,0,0,2,0,4
Friday,19,130,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,17,280,2,2,2,2,,0,1,0,2,2,0,2,0,0,3,2,3
Thursday,2,140,2,2,2,2,,0,1,0,0,0,0,1,0,0,1,0,1
Saturday,16,284,2,2,2,2,,0,1,0,1,0,0,1,0,0,0,0,1
Thursday,16,72,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,16,112,2,2,2,2,,0,1,0,1,0,0,1,0,1,1,0,1
Monday,14,121,2,2,2,2,,0,1,0,1,0,0,1,0,0,1,0,2
Monday,13,198,2,2,2,2,,0,1,0,2,0,1,2,1,0,1,0,2
Monday,3,106,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Monday,1,69,2,2,51,2,,1,1,0,0,0,0,0,0,0,0,0,0
Monday,1,80,2,2,2,2,53.0,0,1,0,1,0,0,1,0,0,1,0,1
Monday,22,166,2,2,2,2,,0,1,2,1,1,2,1,2,1,1,2,1
Monday,18,73,2,2,2,2,53.0,0,1,0,0,0,0,0,1,0,0,1,0
Friday,9,90,2,2,2,2,51.0,0,1,1,2,1,1,1,1,1,1,2,3
Monday,1,79,2,2,2,2,,1,1,0,0,1,1,0,0,0,0,1,0
Friday,4,170,2,2,2,2,,0,1,0,1,0,1,2,1,0,2,1,3
Thursday,8,67,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,1
Tuesday,14,96,2,2,2,2,59.0,0,1,0,2,0,0,2,0,0,2,0,2
Thursday,5,38,2,2,2,2,,0,1,0,0,0,0,0,0,0,0,0,0
Wednesday,9,102,2,2,2,2,57.0,0,1,0,0,0,0,0,0,0,0,0,1
Saturday,0,132,2,2,2,2,,0,1,0,0,0,1,1,1,1,1,2,1
